token,frequency
સાજા,111
દેશભરમાં,111
૧૭,111
તકલીફ,111
કાળજી,111
તપાસમાં,111
મહેનત,111
સેના,110
લાવવા,110
થોડો,110
દરવાજા,110
બનાવવાની,110
ત્રીજી,110
આપણને,110
શામેલ,110
સ્ત્રી,110
સમાપ્ત,110
વધારી,110
બચાવ,110
થતું,110
સે,110
દેશો,110
કેટલાંક,110
પાત્ર,109
પદ,109
સંબંધો,109
વરસાદની,109
29,109
કો,109
વિમાન,109
પરિવારમાં,109
કપડાં,109
પડતી,109
ખુલાસો,109
વિરૂદ્ધ,109
અબજ,109
ઘણીવાર,109
પગાર,108
સંશોધન,108
કામો,108
ભાર,108
હાલતમાં,108
આસપાસના,108
નિધન,108
પ્રારંભિક,108
દર્શાવે,108
ચાલો,108
સ્માર્ટ,108
ભય,108
અલી,108
ટીમને,108
નિષ્ફળ,108
બ્લેક,108
પરના,107
જવાનો,107
માને,107
૧૦૦,107
વિડીયો,107
નાખી,107
ટૂંકા,107
ભારતને,107
નોટિસ,107
વિદ્યાર્થી,107
જોઇ,107
દિશા,107
રાખવાની,107
કલેકટર,107
જામીન,107
મહત્તમ,107
બાકીના,107
ક્રમે,107
મંત્રાલયે,106
રાખવું,106
બનાવો,106
પુસ્તક,106
સ્વામી,106
કરું,106
સુધીના,106
એપ,106
શૂટિંગ,106
યાદી,106
દેવી,105
ભાજપને,105
સ્વાદ,105
શાકભાજી,105
45,105
ફૂટ,105
પૂરતી,105
પરિવારને,105
પગલા,105
ગ્રાહક,105
સંગઠન,105
હો,105
પરીક્ષણ,105
રહેતો,105
રૂપાણી,105
આંખો,105
વર્ષનો,105
ગોલ્ડ,105
આવતો,104
મુસાફરી,104
',104
વર્ગ,104
પાણીના,104
ઉમેરો,104
વર્ષોથી,104
શખ્સો,104
લોક,104
રોલ,104
બાઈક,104
એમની,104
બાળકોના,104
મંદિરમાં,104
ત્વચા,104
રોહિત,104
ચેક,104
શહેરની,104
પ્રકાર,103
માધ્યમથી,103
થોડું,103
મોદીની,103
આરામ,103
ઐતિહાસિક,103
વધતી,103
પ્રભાવિત,103
પ્રિયંકા,103
અધિકારીઓએ,103
પક્ષ,103
ખસેડવામાં,103
80,102
પક્ષના,102
માગણી,102
છોકરી,102
2021,102
અજય,102
ન્યૂઝ,102
ક્યારે,102
ખર્ચે,102
ધ્યાને,102
થયાં,102
ગ્રાહકો,102
રાત,102
ઓગસ્ટ,102
લાગશે,102
સંજોગોમાં,102
ઓક્સિજન,102
તેનાં,101
ક્ષેત્રે,101
કર્મચારીઓને,101
કોહલી,101
દાન,101
આગળની,101
શિકાર,101
જેલ,101
બતાવી,101
સંચાલન,101
મીઠું,101
માસ,101
ચહેરા,101
જેનું,101
જેટલો,101
શૈક્ષણિક,101
અક્ષય,101
પરિવર્તન,101
પ્રદેશના,101
એકાઉન્ટ,101
સોસાયટી,101
જુલાઈ,100
દુકાન,100
કારમાં,100
આવીને,100
મહારાષ્ટ્રમાં,100
ઘટનાઓ,100
ઈન્ડિયા,100
હેડ,100
હોસ્પિટલના,100
માંગો,100
કચ્છ,100
ભૂલી,100
ઓક્ટોબર,100
શહેરોમાં,100
કિલોમીટર,100
લેવી,100
અંતર,100
બ્લડ,100
બેસી,100
માટેનો,99
વધારવા,99
ગાડી,99
ચૌહાણ,99
આને,99
આંખ,99
માલિક,99
હાઇવે,99
ગેરકાયદેસર,99
જીએસટી,99
પાડે,99
પ્રચાર,99
છતા,98
અધિકારીઓને,98
સવારથી,98
પ્રોત્સાહન,98
દિવાળી,98
ઉદ્યોગ,98
ચાલતી,98
એમના,98
70,98
પવિત્ર,98
કોર્ટના,98
ફોટા,98
ચલાવી,98
લાખથી,98
ખેલાડીઓ,98
કાર્યક્રમો,98
આપવાનો,97
બેઠા,97
થયુ,97
મુકેશ,97
પૂરો,97
36,97
માગ,97
રાઠોડ,97
નિદાન,97
સવાર,97
સરસ,97
ભંગ,97
ત્યારથી,97
કર,97
સખત,97
ગણતરી,97
ફેબ્રુઆરી,97
પ્લાન્ટ,97
સેક્સ,97
ભાવે,97
આપને,96
ફળ,96
મહત્વના,96
સીએમ,96
હકીકતમાં,96
સુરતના,96
તૂટી,96
ઊંચી,96
આવનારા,96
માન્યતા,96
સુવિધાઓ,96
ઉત્પાદનો,96
શબ્દ,96
હસ્તે,96
લગાવ્યો,96
શાંત,96
તબક્કામાં,96
ચાલક,96
ચોક,96
રાજકોટના,96
ટ્રસ્ટ,95
તહેવાર,95
મેનેજર,95
લોકોનું,95
બાઇક,95
કાર્યો,95
તેજસ્વી,95
રિલાયન્સ,95
યોજાશે,95
શક્યા,95
ચીની,95
કાયમી,95
ઇચ્છા,95
હજારથી,95
ફૂડ,95
શકશો,95
કહેવા,95
ગણવામાં,95
ધરાવતી,95
પૂરા,95
પાડવા,94
વ્યસ્ત,94
આમાં,94
ભાજપની,94
રાતે,94
મુંબઈમાં,94
વિજેતા,94
જરૂરિયાત,94
એમને,94
રેલ્વે,94
ઘટીને,94
ઓવરમાં,94
જણાવવામાં,94
થવાના,94
રાજ્યની,94
નદીમાં,94
દૈનિક,94
રેડ,94
હિસ્સો,94
દેવું,94
શોધવા,94
શરૃ,94
અત્રે,94
આતંકી,94
મનમાં,94
ભૂતપૂર્વ,94
ક્રાઇમ,94
મહિનાથી,94
ડેરી,94
ટુ,94
નોંધ,94
મરી,94
ખુલ્લા,94
ઉપરથી,94
દેવા,94
બોલ,94
પ્રતિક્રિયા,93
32,93
એમણે,93
કરોડો,93
75,93
સાધનો,93
મળેલી,93
માનવું,93
જોડી,93
બોલી,93
તૈયારીઓ,93
રીત,93
ફિલ્મના,93
વિધાનસભાની,93
મ્યુનિ,93
રહ્યુ,93
જેમણે,93
પદ્ધતિ,93
ખાને,93
લગાવવામાં,93
માર્યા,93
પડ્યું,93
મેડલ,93
ફોર,93
કચેરી,93
ધન,92
રાજા,92
ભાઇ,92
રશિયન,92
હુમલા,92
હાઉસ,92
રસીકરણ,92
મેનેજમેન્ટ,92
જગ્યાઓ,92
પરિવારની,92
જેણે,92
સંસ્થાઓ,92
પરંપરાગત,92
સમિતિ,92
ઘટનાની,92
પીડા,92
મો,92
છોડ,92
ટકાનો,91
ઘટનાસ્થળે,91
વાતાવરણમાં,91
માંગતા,91
કારણોસર,91
૨૧,91
વરસાદી,91
પૂરું,91
વીડિયોમાં,91
ચોથા,91
90,91
પહોંચે,91
જપ્ત,91
વાંચવા,91
આદિવાસી,91
કોરોનાનો,91
બાર,91
આકાર,91
બેડ,91
રહેવાની,91
સંપત્તિ,90
પુરાવા,90
ગીર,90
લીલા,90
લાવી,90
હેતુ,90
કરાર,90
વ્યક્તિએ,90
શાળામાં,90
વહીવટી,90
સ્ટેટ,90
સિટી,90
કાશ્મીર,90
ગયાં,90
રવાના,90
માલ,90
મૃતક,90
હાલના,90
મોકલવામાં,90
ઘટાડવા,89
ભાગી,89
જીલ્લા,89
વધારાની,89
કોઇપણ,89
શિક્ષકો,89
મિલિયન,89
આખો,89
શિક્ષક,89
ડિજિટલ,89
શકીએ,89
બનાવીને,89
હૈ,89
મારું,89
નાગરિકો,89
શકી,89
કરાયેલા,89
માગે,89
થવાનો,88
અવસાન,88
જેમને,88
રૂપિયાના,88
ભવિષ્યમાં,88
પ્રવાહી,88
ડીઝલ,88
રહો,88
ફિલ્મોમાં,88
જતો,88
ટક્કર,88
સંપર્કમાં,88
જય,88
હાઈ,88
નીતિ,88
કચ્છમાં,88
આત્મહત્યા,88
હાઈવે,88
ઇજા,88
ટ્વિટ,88
મેદાનમાં,88
અટકાવવા,88
એનો,88
સુધીનો,87
ગરમી,87
જુગાર,87
સફાઈ,87
વિનંતી,87
કિસાન,87
ઘટનાને,87
જોયા,87
ચમચી,87
આપવી,87
જાઓ,87
નાગરિક,87
પ્રયત્નો,87
રૂપાણીએ,87
વાતચીતમાં,87
સુપર,87
સીધી,87
જૈન,87
વિભાગની,87
ખતરો,87
અપેક્ષા,87
આની,87
નોંધણી,87
માફી,87
ડોક્ટર,87
ઈંચ,87
વૃદ્ધિ,86
વિશિષ્ટ,86
પ્રખ્યાત,86
પ્લેટફોર્મ,86
છોડીને,86
સજ્જ,86
તદ્દન,86
વાવેતર,86
કરતું,86
કરીશું,86
સ્વરૂપ,86
પહેલાથી,86
હાંસલ,86
આટલી,86
રાજય,86
ચીનની,86
મશીન,86
માંગી,86
પ્રવાસીઓ,86
નકારાત્મક,86
સ્ત્રીઓ,85
પ્રેમી,85
જ્ઞાન,85
રમતા,85
છેલ્લાં,85
ખાંડ,85
થવાનું,85
રહેતાં,85
યથાવત,85
જણાવેલ,85
માસિક,85
ડૉક્ટર,85
જટિલ,85
જાણીએ,85
કોલ,85
સંગ્રહ,85
લાગ્યું,85
કપડા,85
પ્રશંસા,85
રાખ્યો,85
સંભાળ,85
ચકાસણી,85
ગુણવત્તા,85
ખેડૂતોની,85
અપ,85
મધ્યમ,85
વકીલ,85
પ્રયાસો,85
એસટી,85
આરોપીઓ,85
વિરોધી,85
મથકે,85
કોર્પોરેશન,85
જેટલું,85
પૃથ્વી,85
સહન,84
ર,84
ટ્રમ્પ,84
અરવિંદ,84
વસ્તી,84
ઓફિસર,84
આપતાં,84
કલેક્ટર,84
મેયર,84
સપોર્ટ,84
સચિવ,84
પૂર્વે,84
થકી,84
મનોજ,84
પંથકમાં,84
ક્યાંક,84
મંજૂર,84
ડાન્સ,84
ખેડૂતોના,84
અનુકૂળ,84
આપતી,84
સહયોગ,84
સદી,84
સુખ,84
વેપારીઓ,84
ટ્રાન્સફર,84
મંદિરના,84
નેટવર્ક,84
સેવન,84
કેમેરા,84
સ્પેશિયલ,84
વિષે,84
હાર,83
મહિલાઓને,83
એકલા,83
દોરી,83
ઉપચાર,83
દિલ્હીની,83
જવાનું,83
સમીક્ષા,83
પેપર,83
વિદ્યાર્થીઓએ,83
દુકાનો,83
આગેવાનો,83
સ્માર્ટફોન,83
પાકિસ્તાની,83
નાનો,83
ઉઠાવી,83
જળ,83
પુરુષ,83
દૂધની,83
ફટકારી,83
ખોટા,82
ટીમમાં,82
વિભાગમાં,82
રોગો,82
ઇન્ડિયન,82
સાડા,82
ઇન,82
રાજધાની,82
પૂછપરછ,82
જસ્ટિસ,82
લાઈન,82
પોઇન્ટ,82
સિંહે,82
ઉલ્લંઘન,82
વીજળી,82
મેળવો,82
પંજાબ,82
જુના,82
સમાધાન,82
પાણીનો,82
આકર્ષક,82
ધોરણે,82
લિટર,82
આણંદ,81
આપઘાત,81
રોષ,81
આવતું,81
બિગ,81
નોંધાઈ,81
વળતર,81
ખતરનાક,81
ખુદ,81
પ્રાર્થના,81
રાશિના,81
ચેનલ,81
સલામત,81
તને,81
જણાય,81
હાથે,81
શાળાના,81
એલર્ટ,81
સમાજની,81
રહીને,81
રક્ષા,81
નહોતું,81
પટેલની,81
લાવવામાં,81
ઈજા,81
ઘટનામાં,81
પાછલા,81
રાજીનામું,80
બોટલ,80
ભાગરૂપે,80
વ્યક્તિની,80
સોલંકી,80
ટોચ,80
